"","Carpinteria.interaction.type","Carpinteria.con.taxonomy","Carpinteria.con.taxonomy.level","Carpinteria.con.common","Carpinteria.con.lifestage","Carpinteria.res.taxonomy","Carpinteria.res.taxonomy.level","Carpinteria.res.common","Carpinteria.res.lifestage","Carpinteria.con_taxon_id","Carpinteria.res_taxon_id"
"229","predacious","Acanthogobius flavimanus","species","Yellow-fin Goby","adults","Clevelandia ios","species","Arrow Goby","adults",1,33
"230","predacious","Larus delawarensis","species","Ring-billed Gull","adults","Tagelus affinis","species","Fat Jackknife Clam","adults",51,110
"231","predacious","Phalacrocorax penicillatus","species","Double-crested Cormorant","adults","Leptocottus armatus","species","Staghorn Sculpin","adults",73,63
"232","predacious","Larus delawarensis","species","Ring-billed Gull","adults","Macoma nasuta","species","Bent-nosed Clam","adults",51,67
"233","predacious","Numenius americanus","species","Long-billed Curlew","adults","Tagelus subteres","species","Lesser Tagelus","adults",62,112
"234","predacious","Larus californicus","species","California Gull","adults","Tagelus subteres","species","Lesser Tagelus","adults",49,112
"235","predacious","Larus canus","species","Mew Gull","adults","Tagelus affinis","species","Fat Jackknife Clam","adults",50,110
"236","predacious","Hypsopsetta guttulata","species","Diamond Turbot","adults","Clevelandia ios","species","Arrow Goby","adults",47,33
"237","predacious","Larus canus","species","Mew Gull","adults","Macoma nasuta","species","Bent-nosed Clam","adults",50,67
"238","predacious","Urolophus halleri","species","Haller's Round Ray","adults","Tagelus affinis","species","Fat Jackknife Clam","adults",100,110
"239","predacious","Urolophus halleri","species","Haller's Round Ray","adults","Macoma nasuta","species","Bent-nosed Clam","adults",100,67
"240","predacious","Triakis semifasciata","species","Leopard Shark","adults","Protothaca staminea","species","Pacific Littleneck Clam","adults",96,99
"241","predacious","Paralichthys californicus","species","California Halibut","adults","Fundulus parvipinnis","species","California Killifish","adults",69,49
"242","predacious","Fundulus parvipinnis","species","California Killifish","adults","Acteocina inculta","species","Acteocina inculta","adults",40,4
"243","predacious","Calidris mauri","species","Western Sandpiper","adults","Cryptomya californica","species","California Softshell Clam","adults",21,37
"244","predacious","Ardea herodius","species","Great Blue Heron","adults","Paralichthys californicus","species","California Halibut","adults",13,84
"245","predacious","Triakis semifasciata","species","Leopard Shark","adults","Gillichthys mirabilis","species","Long-jawed Mudsucker","adults",96,50
"246","predacious","Aechmophorus occidentalis","species","Western Grebe","adults","Gillichthys mirabilis","species","Long-jawed Mudsucker","adults",5,50
"247","predacious","Butorides virescens","species","Green Heron","adults","Cymatogaster aggregata","species","Shiner Surfperch","adults",19,40
"248","predacious","Triakis semifasciata","species","Leopard Shark","adults","Tagelus californianus","species","California Jackknife Clam","adults",96,111
"249","predacious","Phalacrocorax penicillatus","species","Double-crested Cormorant","adults","Paralichthys californicus","species","California Halibut","adults",73,84
"250","predacious","Procyon locator","species","Raccoon","adults","Charadrius vociferus","species","Killdeer","adults",82,32
"251","predacious","Larus delawarensis","species","Ring-billed Gull","adults","Pachygrapsus crassipes","species","Striped Shore Crab","adults",51,83
"252","predacious","Corvus brachyrhynchos","species","American Crow","adults","Tagelus affinis","species","Fat Jackknife Clam","adults",32,110
"253","predacious","Bucephala albeola","species","Bufflehead","adults","Macoma nasuta","species","Bent-nosed Clam","adults",18,67
"254","predacious","Corvus brachyrhynchos","species","American Crow","adults","Macoma nasuta","species","Bent-nosed Clam","adults",32,67
"255","predacious","Larus canus","species","Mew Gull","adults","Pachygrapsus crassipes","species","Striped Shore Crab","adults",50,83
"256","predacious","Gillichthys mirabilis","species","Long-jawed Mudsucker","adults","Clevelandia ios","species","Arrow Goby","adults",41,33
"257","predacious","Urolophus halleri","species","Haller's Round Ray","adults","Upogebia macginitieorum","species","Southern Mud Shrimp","adults",100,118
"258","predacious","Ceryle alcyon","species","Belted Kingfisher","adults","Atherinops affinis","species","Topsmelt","adults",27,16
"259","predacious","Catoptrophorus semipalmatus","species","Willet","adults","Neotrypaea californiensis","species","Calfornia Ghost Shrimp","adults",26,76
"260","predacious","Leptocottus armatus","species","Staghorn Sculpin","adults","Fundulus parvipinnis","species","California Killifish","adults",53,49
"261","predacious","Urolophus halleri","species","Haller's Round Ray","adults","Pachygrapsus crassipes","species","Striped Shore Crab","adults",100,83
"262","predacious","Limosa fedoa","species","Marbled Godwit","adults","Macoma nasuta","species","Bent-nosed Clam","adults",55,67
"263","predacious","Mergus serrator","species","Red-breasted Merganser","adults","Gillichthys mirabilis","species","Long-jawed Mudsucker","adults",60,50
"264","predacious","Triakis semifasciata","species","Leopard Shark","adults","Hypsopsetta guttulata","species","Diamond Turbot","adults",96,56
"265","predacious","Aechmophorus occidentalis","species","Western Grebe","adults","Hypsopsetta guttulata","species","Diamond Turbot","adults",5,56
"266","predacious","Larus delawarensis","species","Ring-billed Gull","adults","Tagelus subteres","species","Lesser Tagelus","adults",51,112
"267","predacious","Melanitta perspicillata","species","Surf Scoter","adults","Protothaca staminea","species","Pacific Littleneck Clam","adults",59,99
"268","predacious","Triakis semifasciata","species","Leopard Shark","adults","Macoma secta","species","White Sand Macoma","adults",96,68
"269","predacious","Podilymbus podiceps","species","Pied-billed Grebe","adults","Pachygrapsus crassipes","species","Striped Shore Crab","adults",78,83
"270","predacious","Larus canus","species","Mew Gull","adults","Tagelus subteres","species","Lesser Tagelus","adults",50,112
"271","predacious","Hypsopsetta guttulata","species","Diamond Turbot","adults","Fundulus parvipinnis","species","California Killifish","adults",47,49
"272","predacious","Aechmophorus occidentalis","species","Western Grebe","adults","Acanthogobius flavimanus","species","Yellow-fin Goby","adults",5,1
"273","predacious","Numenius phaeopus","species","Whimbrel","adults","Pachygrapsus crassipes","species","Striped Shore Crab","adults",63,83
"274","predacious","Bucephala albeola","species","Bufflehead","adults","Pachygrapsus crassipes","species","Striped Shore Crab","adults",18,83
"275","predacious","Corvus brachyrhynchos","species","American Crow","adults","Pachygrapsus crassipes","species","Striped Shore Crab","adults",32,83
"276","predacious","Urolophus halleri","species","Haller's Round Ray","adults","Tagelus subteres","species","Lesser Tagelus","adults",100,112
"277","predacious","Melanitta perspicillata","species","Surf Scoter","adults","Tagelus californianus","species","California Jackknife Clam","adults",59,111
"278","predacious","Triakis semifasciata","species","Leopard Shark","adults","Leptocottus armatus","species","Staghorn Sculpin","adults",96,63
"279","predacious","Aechmophorus occidentalis","species","Western Grebe","adults","Leptocottus armatus","species","Staghorn Sculpin","adults",5,63
"280","predacious","Egretta alba","species","Great Egret","adults","Gillichthys mirabilis","species","Long-jawed Mudsucker","adults",35,50
"281","predacious","Nycticorax nycticorax","species","Black-crowned Night Heron","adults","Gillichthys mirabilis","species","Long-jawed Mudsucker","adults",65,50
"282","predacious","Egretta thula","species","Snowy Egret","adults","Pachygrapsus crassipes","species","Striped Shore Crab","adults",37,83
"283","predacious","Limosa fedoa","species","Marbled Godwit","adults","Pachygrapsus crassipes","species","Striped Shore Crab","adults",55,83
"284","predacious","Calidris alpina","species","Dunlin","adults","Cerithidea californica","species","California Horn Snail","adults",20,29
"285","predacious","Mergus serrator","species","Red-breasted Merganser","adults","Hypsopsetta guttulata","species","Diamond Turbot","adults",60,56
"286","predacious","Calidris minutilla","species","Least Sandpiper","adults","Fundulus parvipinnis","species","California Killifish","adults",22,49
"287","predacious","Catoptrophorus semipalmatus","species","Willet","adults","Tagelus affinis","species","Fat Jackknife Clam","adults",26,110
"288","predacious","Egretta caerulea","species","Little Blue Heron","adults","Pachygrapsus crassipes","species","Striped Shore Crab","adults",36,83
"289","predacious","Catoptrophorus semipalmatus","species","Willet","adults","Macoma nasuta","species","Bent-nosed Clam","adults",26,67
"290","predacious","Corvus brachyrhynchos","species","American Crow","adults","Tagelus subteres","species","Lesser Tagelus","adults",32,112
"291","predacious","Ceryle alcyon","species","Belted Kingfisher","adults","Cymatogaster aggregata","species","Shiner Surfperch","adults",27,40
"292","predacious","Larus californicus","species","California Gull","adults","Protothaca staminea","species","Pacific Littleneck Clam","adults",49,99
"293","predacious","Pachygrapsus crassipes","species","Striped Shore Crab","adults","Melampus olivaceus","species","Salt Marsh Snail","adults",68,70
"294","predacious","Mergus serrator","species","Red-breasted Merganser","adults","Acanthogobius flavimanus","species","Yellow-fin Goby","adults",60,1
"295","predacious","Gillichthys mirabilis","species","Long-jawed Mudsucker","adults","Fundulus parvipinnis","species","California Killifish","adults",41,49
"296","predacious","Actitis macularia","species","Spotted Sandpiper","adults","Hemigrapsus oregonensis","species","Green Shore Crab","adults",4,53
"297","predacious","Numenius americanus","species","Long-billed Curlew","adults","Tagelus californianus","species","California Jackknife Clam","adults",62,111
"298","predacious","Triakis semifasciata","species","Leopard Shark","adults","Paralichthys californicus","species","California Halibut","adults",96,84
"299","predacious","Aechmophorus occidentalis","species","Western Grebe","adults","Paralichthys californicus","species","California Halibut","adults",5,84
"300","predacious","Larus californicus","species","California Gull","adults","Tagelus californianus","species","California Jackknife Clam","adults",49,111
"301","predacious","Melanitta perspicillata","species","Surf Scoter","adults","Macoma secta","species","White Sand Macoma","adults",59,68
"302","predacious","Mergus serrator","species","Red-breasted Merganser","adults","Leptocottus armatus","species","Staghorn Sculpin","adults",60,63
"303","predacious","Actitis macularia","species","Spotted Sandpiper","adults","Cerithidea californica","species","California Horn Snail","adults",4,29
"304","predacious","Egretta alba","species","Great Egret","adults","Hypsopsetta guttulata","species","Diamond Turbot","adults",35,56
"305","predacious","Nycticorax nycticorax","species","Black-crowned Night Heron","adults","Hypsopsetta guttulata","species","Diamond Turbot","adults",65,56
"306","predacious","Pluvialis squatarola","species","Black-bellied Plover","adults","Macoma nasuta","species","Bent-nosed Clam","adults",77,67
"307","predacious","Catoptrophorus semipalmatus","species","Willet","adults","Upogebia macginitieorum","species","Southern Mud Shrimp","adults",26,118
"308","predacious","Catoptrophorus semipalmatus","species","Willet","adults","Pachygrapsus crassipes","species","Striped Shore Crab","adults",26,83
"309","predacious","Egretta alba","species","Great Egret","adults","Acanthogobius flavimanus","species","Yellow-fin Goby","adults",35,1
"310","predacious","Nycticorax nycticorax","species","Black-crowned Night Heron","adults","Acanthogobius flavimanus","species","Yellow-fin Goby","adults",65,1
